3519.75,14150,221,1171,170,380
3525.23,14886,222,1174,169,390
3528.63,16519,222,1176,170,400
3545.35,18488,222,1178,170,410
3550.7,19801,222,1180,170,420
3555.22,20857,222,1181,170,420
3558.59,21801,222,1181,171,430
3574.61,22794,222,1181,171,430
3579.14,23434,220,1181,171,430
3584.38,23706,219,1179,171,430
3588.47,24187,217,1176,171,430
3605.43,24539,214,1172,170,440
3609.87,25051,210,1167,170,440
3613.58,25643,206,1160,170,440
3627.8,26332,201,1153,170,440
3630.98,27100,196,1143,169,440
3636.19,27836,190,1133,169,440
3652.66,28284,184,1122,169,440
3657.15,28364,179,1110,168,450
3661.12,28364,174,1098,166,460
3665.64,28413,170,1088,166,460
3679.92,28765,167,1079,165,470
3685.28,28589,165,1072,163,480
3688.31,28509,165,1067,162,480
3704.94,28044,165,1065,161,480
3709.2,27020,166,1065,161,480
3712.73,25883,169,1067,161,490
3728.9,24379,173,1072,159,490
3734.56,21833,177,1078,161,490
3738.17,17688,182,1086,160,500
3742.44,10164,187,1094,161,490
3875.54,13061,199,1154,164,390
3879.49,13350,199,1154,163,400
3884.12,14342,199,1157,164,410
3888.17,16263,199,1159,163,420
3904.93,17560,201,1161,164,430
3909.53,18392,203,1163,164,430
3912.73,19176,207,1164,164,440
3920.57,20009,210,1166,164,440
3935.62,20537,215,1168,165,440
3939.96,20777,220,1168,165,440
3942.89,20953,225,1169,165,440
3958.21,21081,231,1169,166,440
3962.73,21113,236,1169,166,440
3968.42,21129,241,1167,166,440
3973.2,21273,245,1166,167,450
3988.77,21353,248,1164,168,450
3992.6,21273,250,1161,168,450
3996.14,21161,251,1158,169,450
4010.91,21497,251,1154,169,450
4013.83,21930,248,1150,169,460
4032.17,22522,245,1145,169,460
4036.78,23242,240,1140,169,460
4040.65,24026,234,1134,169,460
4043.8,24187,227,1128,169,460
4049.1,24315,219,1122,169,460
4066.21,24443,212,1117,168,460
4070.94,24587,206,1112,168,460
4074.24,24731,201,1109,167,460
4089.72,24923,198,1107,167,460
4094.39,25003,197,1106,167,460
4097.6,25083,197,1105,166,470
4103.01,24891,199,1105,166,470
4119.53,25163,202,1106,166,470
4124.53,25211,207,1107,166,470
4127.58,25243,211,1108,166,470
4142.7,25291,216,1109,166,470
4147.49,25323,221,1110,166,470
4152.26,25387,225,1110,166,470
4156.98,25403,228,1110,167,470
4172.48,25323,230,1109,167,470
4177.09,25323,231,1108,167,470
4180.28,25339,231,1105,167,470
4195.7,25339,231,1102,167,480
4202.8,25323,228,1099,167,480
4207.14,25483,224,1094,167,480
4210.41,25883,217,1089,167,480
4227.02,26348,210,1083,167,480
4231.05,26844,200,1077,167,480
4235.43,27100,191,1072,167,480
4251.54,27292,181,1067,166,480
4256.39,27484,172,1063,166,480
4259.53,27196,165,1060,165,480
4264.37,27196,161,1060,165,480
4280.24,27132,158,1061,165,480
4286.13,25883,158,1064,164,480
4289.13,22346,161,1070,164,480
4294.18,12661,166,1077,165,470
4772.54,14390,296,1130,169,420
4776.57,16519,296,1130,168,430
4779.56,19112,296,1130,168,440
4794.99,20217,296,1130,168,440
4802.47,20905,290,1128,168,450
