2183.23,11813,457,1193,177,420
2191.13,11989,457,1193,178,430
2198.11,12709,457,1193,178,430
2206.14,13350,457,1193,178,440
2214.38,14054,457,1194,178,440
2221.13,14710,457,1194,178,450
2229.29,15511,457,1195,178,450
2237.13,16359,457,1195,178,450
2244.13,17287,457,1195,178,450
2252.14,17624,457,1195,178,450
2260.13,17960,457,1195,178,450
2267.13,18200,457,1195,178,450
2275.11,18488,457,1195,178,450
2283.19,18648,457,1195,178,450
2290.12,18680,457,1195,178,450
2298.2,18504,457,1195,177,450
2306.27,18344,457,1194,177,450
2313.27,18440,457,1193,177,450
2321.33,18648,458,1191,177,450
2329.31,18904,458,1189,177,450
2336.32,19240,458,1187,177,450
2344.09,19640,459,1184,177,450
2352.33,19865,459,1181,177,450
2359.29,20153,459,1178,177,450
2367.33,20553,460,1174,177,450
2375.32,20905,460,1171,177,460
2382.26,21321,460,1167,177,460
2390.31,21561,460,1163,177,460
2398.32,21689,460,1159,177,460
2405.76,21882,461,1155,177,470
2413.33,22026,461,1151,177,470
2421.54,22170,461,1147,177,470
2428.32,22362,461,1143,177,480
2436.42,22506,462,1139,177,480
2444.35,22714,462,1135,177,490
2451.34,22586,462,1132,177,490
2459.3,22666,462,1130,177,490
2467.81,22762,463,1127,175,500
2474.31,22922,463,1125,175,500
2482.33,22986,463,1123,175,500
2490.32,23018,463,1121,175,500
2497.31,23082,463,1119,175,500
2505.31,23146,463,1118,175,500
2513.34,23194,463,1117,175,510
2520.32,23242,464,1117,174,510
2528.34,23258,464,1116,174,510
2536.12,23274,464,1116,174,510
2543.11,23306,464,1116,174,510
2551.09,23354,464,1116,174,510
2559.12,23530,464,1116,174,510
2566.3,23210,464,1118,174,510
2574.3,21641,464,1119,174,510
2582.27,18840,464,1122,174,510
2590.31,13750,463,1125,174,510
2597.09,1072,463,1129,174,510
2789.1,11573,427,1186,174,420
2797.03,12005,427,1186,173,430
2804.03,12293,427,1186,173,430
2811.99,12613,427,1186,173,440
2820.04,12949,427,1186,174,450
2827.02,13718,427,1186,174,450
2835.23,13878,428,1187,174,450
2843.05,14374,429,1187,174,450
2850.27,14998,431,1187,174,450
2858.25,15559,434,1187,174,450
2866.35,15975,437,1187,174,450
2873.32,16295,441,1187,174,450
2881.25,16631,445,1187,174,460
2889.24,16791,450,1187,175,460
2896.25,16967,454,1187,175,460
2904.25,17111,460,1187,175,460
2912.15,17223,465,1187,175,460
2920.23,17383,471,1187,176,460
2927.3,17351,477,1187,176,460
2935.22,17415,482,1187,176,460
2943.18,17496,487,1187,177,460
2950.24,17528,492,1188,177,460
2958.23,17624,497,1188,177,460
2965.24,17688,501,1188,177,460
2972.99,17752,505,1188,178,460
2981.17,17816,508,1188,178,460
2989.19,17944,512,1189,178,460
2996.22,18072,515,1189,178,460
3004.22,18248,517,1189,178,460
3012.16,18312,519,1189,179,460
3019.22,18504,520,1189,179,460
3027.22,18792,521,1189,179,460
3035.02,19032,522,1189,179,460
3042.06,19224,522,1189,179,460
3049.99,19336,522,1189,179,460
3058.01,19528,522,1189,179,450
3064.99,19512,522,1189,179,450
3073,19528,522,1189,179,450
3080.98,19256,522,1189,179,450
3088.04,18280,522,1189,179,450
3096,16295,522,1188,179,460
3104.16,13061,521,1187,180,460
3111.15,7619,520,1186,180,460
3257.06,13782,533,1167,178,430
3264.96,14198,533,1167,178,440
3272,14662,533,1167,179,450
3280.74,15238,533,1167,179,460
3287.98,16007,533,1167,179,460
3294.98,17047,533,1167,179,470
3303.23,17768,525,1169,179,470
3311.2,18008,523,1168,179,470
3319.25,18280,520,1168,179,470
3326.2,18408,518,1166,179,470
3334.19,18648,516,1165,179,470
3341.2,18984,514,1163,179,470
3349.19,19272,512,1161,179,470
3357.19,19464,510,1158,179,470
3365.33,19496,508,1155,179,480
3372.13,19656,507,1153,179,480
3380.18,19753,505,1150,179,480
3388.16,19897,504,1147,178,480
3395.2,19929,504,1145,178,490
3403.12,19961,503,1142,178,490
3411.17,20009,503,1140,178,490
3418.17,20089,503,1138,177,490
3426.17,19961,503,1136,177,490
3434.18,19993,504,1134,176,500
3441.17,19961,505,1133,176,500
3449.12,19881,506,1131,176,500
3457.18,19993,508,1130,175,500
3464.19,20009,510,1129,175,500
3471.97,20009,512,1128,175,500
3480.2,20009,514,1127,176,500
3487.17,20041,517,1126,176,500
3495.18,20105,519,1126,176,500
3503.18,20089,522,1126,176,500
3510.17,20249,524,1125,176,500
3518.16,20281,527,1125,176,500
3526.18,20249,529,1125,176,500
3532.98,20329,532,1126,176,500
3541.43,20377,534,1126,176,500
3549.16,20329,536,1127,176,500
3556.19,20409,538,1128,176,500
3564.11,20473,540,1129,176,500
3572.14,20473,541,1130,176,500
3579.14,20585,543,1131,176,500
3587.17,20665,544,1133,176,500
3594.94,20681,545,1134,176,500
3602.14,20649,546,1136,176,500
3610.1,20793,546,1139,176,500
3618.13,20809,547,1141,176,500
3625.14,20825,547,1143,176,500
3633.1,20777,547,1145,176,500
3641.09,20729,547,1148,176,500
3648.11,20761,546,1150,178,500
3655.94,20793,546,1152,178,500
3664.15,20697,545,1154,178,500
3672.16,20729,545,1156,178,500
3679.15,20873,544,1157,178,500
3686.98,21177,544,1159,178,500
3693.94,21193,543,1160,178,500
3702.25,21305,542,1161,178,490
3709.96,21337,540,1163,178,490
3717.72,21417,539,1164,178,490
3724.93,21433,538,1165,178,490
3733.33,21449,536,1166,178,490
3739.8,21449,534,1166,178,480
3747.83,21449,532,1167,178,480
3755.91,21449,531,1167,178,480
3763.86,21385,529,1167,178,480
3770.87,21353,527,1167,178,480
3779.55,21337,526,1167,178,470
3786.88,21321,525,1167,178,470
3793.91,20569,523,1166,178,470
3801.85,19336,523,1165,178,470
3809.89,16823,522,1164,178,470
3816.85,13686,522,1163,178,480
