1093.9,14838,408,1257,152,510
1100.84,15126,408,1257,152,510
1108.51,15479,408,1257,153,520
1115.24,16407,408,1257,153,520
1123.82,17303,408,1257,153,520
1130.59,18280,408,1257,152,530
1137.1,19000,405,1258,152,530
1145.13,19160,405,1258,152,530
1152.62,19096,405,1256,152,530
1160.21,19032,405,1252,152,530
1167.03,19673,404,1248,153,520
1174.89,20361,404,1242,153,520
1182.38,20793,403,1236,154,520
1189.22,21081,403,1229,154,520
1196.71,21113,403,1222,154,520
1203.4,21369,402,1215,154,520
1211.13,21721,402,1208,153,530
1218.96,21994,402,1201,153,530
1225.75,22314,401,1194,152,540
1233.26,22474,401,1187,152,540
1241.17,22442,401,1182,151,540
1248.68,22458,400,1177,150,550
1256.34,22474,400,1173,149,560
1263.21,22474,400,1170,148,570
1271.49,22538,399,1168,148,570
1277.62,22570,399,1167,147,580
1285.31,22586,399,1166,146,570
1293.15,22202,399,1166,144,580
1299.9,21657,399,1166,144,580
1307.51,21049,398,1166,144,580
1315.18,20009,398,1168,144,580
1322.03,15559,397,1170,144,580
1329.55,11685,396,1172,144,580
1337.24,7843,396,1175,144,580
1344.89,3729,395,1178,144,580
1593.76,13414,379,1213,148,530
1601.54,13798,379,1213,148,530
1609.13,14070,375,1215,148,530
1615.86,15335,373,1216,148,530
1623.87,16391,372,1218,148,530
1631.31,16951,371,1220,148,530
1638.21,16903,370,1223,148,530
1645.65,17560,370,1226,148,530
1653.35,17976,371,1229,148,530
1660.03,18600,373,1233,148,530
1667.6,18792,375,1237,148,530
1675.34,18760,378,1241,150,520
1682.04,19064,382,1245,150,520
1689.8,19208,387,1249,150,520
1697.37,19304,392,1252,150,520
1704.16,19721,398,1254,151,510
1711.8,19945,404,1256,153,520
1719.76,20009,410,1256,153,520
1726.21,20041,415,1256,153,520
1734.13,20057,420,1255,155,510
1741.44,20137,425,1253,155,510
1748.27,20025,428,1250,155,510
1756.02,19608,431,1246,155,510
1763.65,19897,433,1242,156,510
1770.28,19913,435,1238,156,510
1778.88,19897,436,1234,156,510
1787.88,19849,436,1231,155,520
1792.59,19737,436,1228,156,530
1800.24,19560,436,1226,156,530
1807.82,19432,435,1224,156,530
1815.78,19384,434,1224,156,530
1822.29,19464,433,1223,156,530
1830.6,19833,432,1223,156,530
1836.8,20281,431,1223,156,530
1844.6,20617,430,1224,156,530
1852.36,20761,430,1225,156,530
1859.07,20441,430,1227,156,530
1866.79,19897,430,1229,156,530
1874.44,19993,432,1231,156,530
1882.09,20345,434,1232,156,530
1888.92,20585,437,1233,156,530
1896.52,20633,440,1233,156,530
1903.34,20489,443,1232,156,530
1911.66,20441,447,1231,156,530
1918.69,20377,450,1229,156,530
1926.85,20281,453,1227,156,530
1934.05,20217,456,1225,157,540
1940.84,19881,458,1222,157,540
1948.55,19769,459,1218,157,540
1955.32,19624,459,1215,157,540
1963.02,19624,458,1210,158,550
1970.78,19560,456,1206,158,550
1977.5,19640,453,1202,158,550
1985.12,19929,449,1198,157,560
1992.85,19865,444,1194,157,560
1999.48,19929,439,1190,156,570
2007.68,19897,434,1188,156,570
2014.98,20057,428,1186,155,580
2023.59,20009,423,1184,155,580
2029.35,20089,417,1184,154,570
2037.03,20313,412,1184,154,570
2043.86,20457,407,1185,152,570
2051.51,20649,404,1186,152,570
2059.3,20665,402,1189,151,560
2065.93,20169,401,1192,151,560
2073.41,19544,402,1195,151,560
2081.17,19961,405,1198,149,560
2088.2,20153,409,1200,149,560
2095.68,20265,413,1202,149,560
2104.03,20457,419,1203,149,560
2110.13,20441,424,1204,149,560
2117.89,20537,429,1204,149,560
2125.57,20569,433,1203,149,560
2133.24,20665,436,1201,149,560
2139.93,20473,439,1199,149,560
2147.71,19240,440,1197,151,560
2154.54,18296,441,1195,151,560
2162.13,16471,441,1193,150,570
2169.72,13414,442,1191,150,570
2176.41,8611,442,1189,150,570
2316.2,15607,487,1224,156,530
2322.97,15078,487,1224,156,530
2330.67,15799,487,1224,157,540
2337.16,16391,485,1227,157,540
2344.95,16951,484,1228,158,540
2352.45,17624,483,1228,158,540
2359.19,17864,482,1228,158,540
2367.12,18408,481,1227,158,540
2374.96,18632,479,1226,158,540
2381.55,18584,477,1224,158,540
2389.87,18744,475,1221,158,540
2396.88,18872,473,1217,158,540
2403.6,18840,472,1213,158,540
2411.46,19080,472,1209,158,550
2419.17,19304,472,1204,158,550
2425.81,19496,472,1200,156,550
2433.46,19368,474,1196,155,550
2441.09,19144,476,1193,155,550
2447.74,18984,478,1191,154,560
2455.39,18904,480,1189,154,560
2463.04,18632,483,1188,154,570
2470.12,18984,486,1188,154,570
2477.45,18744,489,1189,153,580
2485.76,18888,492,1191,153,580
2491.86,18904,495,1194,153,580
2500.15,19048,497,1197,153,580
2507.12,19368,500,1200,153,580
2514.78,19560,502,1204,154,580
2521.31,19673,503,1209,154,580
2528.98,19705,504,1213,154,580
2536.7,19737,505,1216,154,580
2543.44,19544,505,1219,155,580
2551.12,19689,505,1221,155,580
2557.85,19608,505,1223,157,570
2565.94,19560,505,1223,157,570
2573.11,19352,505,1223,158,560
2579.82,19256,505,1223,158,560
2587.62,19592,505,1222,158,560
2595.18,19897,504,1221,158,560
2602.94,19945,504,1218,159,550
2609.72,20105,504,1216,159,550
2617.11,19993,505,1213,158,560
2623.83,20073,506,1210,158,560
2631.6,20041,507,1207,158,560
2639.3,20121,509,1204,158,560
2645.98,19897,512,1202,157,570
2653.68,19528,514,1200,157,570
2661.95,19897,517,1199,157,570
2669.02,19929,521,1199,157,580
2675.59,19977,524,1199,157,580
2683.39,20249,528,1200,156,590
2691,20313,532,1201,156,590
2698.75,20185,535,1203,156,590
2705.55,20121,538,1206,156,590
2713.25,20265,540,1209,156,590
2719.78,20313,542,1212,156,590
2727.6,20233,542,1216,156,590
2735.25,20185,542,1219,158,580
2742.12,19753,542,1223,158,580
2749.59,19512,541,1227,159,570
2757.95,18744,540,1230,159,570
2764.96,18392,538,1232,160,560
2771.92,18040,536,1234,160,560
2779.47,18248,535,1235,160,550
2786.16,18696,534,1235,160,550
2793.94,18872,533,1235,160,550
2801.6,18856,533,1234,161,550
2808.45,18632,533,1232,161,550
2816.13,18520,534,1231,161,550
2823.82,18040,535,1229,161,550
2830.5,17880,538,1227,162,540
2838.46,17720,541,1225,161,550
2845.85,17544,544,1223,161,550
2854.22,18040,547,1221,161,550
2860.29,18312,550,1219,163,550
2868.35,18600,553,1218,162,560
2874.75,18776,555,1216,162,560
2883.48,18824,557,1214,162,560
2890.19,18488,557,1212,161,570
2896.87,17928,557,1210,161,570
2904.62,17864,557,1209,161,570
2912.17,17944,557,1207,161,570
2919.91,18200,556,1206,161,570
2926.73,18504,555,1205,161,570
2934.6,18808,554,1204,161,570
2941.12,18872,554,1204,160,580
2950.22,18824,554,1204,160,580
2956.63,18056,554,1204,160,580
2964.7,17512,556,1204,160,580
2971.09,17864,558,1204,160,580
2978.84,18264,560,1206,160,580
2986.57,18024,563,1207,160,580
2993.36,16999,566,1209,160,580
3000.99,15062,569,1211,160,580
3008.57,13590,571,1213,161,590
3016.31,12485,573,1216,161,590
3023.07,12341,574,1218,161,590
3030.92,12629,575,1220,162,580
3037.47,13478,575,1223,162,580
3045.93,14214,575,1225,164,580
3051.92,15046,575,1227,164,570
3059.69,16311,575,1229,164,570
3067.36,17832,575,1230,164,570
3075.08,18792,575,1231,165,560
3081.95,19817,575,1231,165,560
3089.61,20441,575,1231,165,560
3097.22,20409,575,1230,165,560
3104,19929,575,1229,165,560
3111.73,20025,575,1227,165,550
3119.32,20697,575,1224,165,550
3126.68,20937,575,1222,165,550
3133.73,21065,576,1219,165,560
3142.34,21161,576,1216,165,560
3148.24,21353,577,1213,165,560
3155.88,21401,577,1211,165,560
3163.51,21289,578,1209,164,570
3171.14,21257,578,1207,164,570
3178.12,21289,579,1206,164,570
3185.76,20217,579,1205,164,580
3192.55,18296,579,1205,164,580
3200.32,14982,579,1205,164,580
3208,11957,578,1206,163,590
3318.12,18952,576,1242,167,500
3325.41,18664,576,1242,166,510
3332.23,19448,576,1242,166,510
3339.92,19913,576,1242,166,520
3346.73,20057,576,1242,166,530
3354.36,19128,576,1242,166,530
3362,15174,575,1242,166,540
3369.62,10100,574,1241,166,540
3560.91,18200,612,1231,166,490
3568.65,16903,612,1231,166,510
3576.22,16951,612,1231,166,520
